policy,lambda,replica,seed,duration,warmup,mu0,mu1,mu2,X,E_R,E_TQ,E_N,U0,U1,U2,n_arrived,n_after_warmup,n_completed,drop_prob
random,1.2,3,1003,5000.0,500.0,1.0,1.0,1.0,1.1955555555555555,1.6347977637797082,0.6391134178114402,1.9542774969748158,0.3875319142522639,0.385610181283493,0.41711109318758405,5961,5377,5377,0.0
random,1.2,4,1004,5000.0,500.0,1.0,1.0,1.0,1.185111111111111,1.6704902655141682,0.6745919144917384,1.979016023885994,0.3953513657543667,0.39942520063698056,0.3850674241285043,5886,5331,5331,0.0
random,1.2,5,1005,5000.0,500.0,1.0,1.0,1.0,1.2024444444444444,1.6734195133077965,0.6855137350250127,2.0120991163877204,0.4123500036116476,0.3775450348295963,0.397759559289728,6040,5412,5412,0.0
random,1.2,6,1006,5000.0,500.0,1.0,1.0,1.0,1.208,1.6349726634555901,0.6406276112285025,1.9752106496598045,0.40049785769047536,0.3842603705786783,0.4164319053352318,6044,5437,5437,0.0
random,1.2,7,1007,5000.0,500.0,1.0,1.0,1.0,1.220888888888889,1.6058668175457904,0.620985296081018,1.9608186763879425,0.40510686126554335,0.4132670474513179,0.3841527227899284,6126,5495,5495,0.0
random,1.2,8,1008,5000.0,500.0,1.0,1.0,1.0,1.2182222222222223,1.7906676162218058,0.7667848351655128,2.1811349818845014,0.40958498777803004,0.42362872527258605,0.4136365463422253,6066,5483,5483,0.0
random,1.2,9,1009,5000.0,500.0,1.0,1.0,1.0,1.174,1.7305036342158457,0.7190107684637389,2.0322318732654963,0.379108099887055,0.42228665496619755,0.3864378465875375,5872,5285,5285,0.0
random,1.2,10,1010,5000.0,500.0,1.0,1.0,1.0,1.19,1.685260720946872,0.6920427945806388,2.0055115208895926,0.37270633339696946,0.4013842581451176,0.40783430716930996,5985,5356,5356,0.0
random,1.8,1,1001,5000.0,500.0,1.0,1.0,1.0,1.7466666666666666,2.3663876628449096,1.368961363497752,4.129947522579221,0.5716546644255704,0.5708229512065706,0.5984492592587128,8725,7858,7858,0.0
random,1.8,2,1002,5000.0,500.0,1.0,1.0,1.0,1.7664444444444445,2.3129457975586614,1.324837562982669,4.085123608414893,0.6144040530482234,0.5707858505963798,0.5599739942287933,8830,7952,7952,0.0
random,1.8,3,1003,5000.0,500.0,1.0,1.0,1.0,1.81,2.503074911922869,1.5025162517993411,4.531857044511412,0.5971094738673373,0.5939092817160013,0.6209363994292614,9046,8143,8143,0.0
random,1.8,4,1004,5000.0,500.0,1.0,1.0,1.0,1.7735555555555556,2.3979378122898303,1.402380222994773,4.253035369470012,0.5755793118695243,0.5946849749049363,0.5947010023869046,8817,7979,7979,0.0
random,1.8,5,1005,5000.0,500.0,1.0,1.0,1.0,1.7977777777777777,2.533971963015406,1.5487800752806617,4.557045004015368,0.6073867644712022,0.566287831163963,0.5979836153689115,9032,8088,8088,0.0
random,1.8,6,1006,5000.0,500.0,1.0,1.0,1.0,1.8004444444444445,2.482120101533169,1.489642375287136,4.467035381501781,0.5899753912386818,0.5834708947022904,0.6129155045186454,9014,8105,8105,0.0
random,1.8,7,1007,5000.0,500.0,1.0,1.0,1.0,1.8197777777777777,2.506730860079344,1.5081414710174814,4.558212901944281,0.5999542497054625,0.6236437554440872,0.5927217771865089,9129,8196,8196,0.0
